"","X","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","gifted_talented_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities","treatment_indicator","new_outcome_labelled","ps","iptw","stable.iptw"
"664",6888,"31R026",92,"SWD",0.496,"Staten Island",0,0,0.473,0.03,0.527,0.511,264,0.413,16.7,0.22,1,"no SC",0.437683878077556,2.28475402016704,0.866762926280228
"665",6895,"31R029",92,"SWD",0.531,"Staten Island",1,0,0.547,0.079,0.453,0.491,644,0.454,38.9,0.207,0,"SC",0.277440545792725,1.38396915876923,1.07283266264869
"666",6910,"31R030",93.6,"SWD",0.36,"Staten Island",1,0,0.516,0.024,0.484,0.605,822,0.32,13.5,0.234,0,"SC",0.442840450859845,1.79481802213256,1.39131669622371
"667",6919,"31R031",84.9,"SWD",0.91,"Staten Island",1,0,0.539,0.459,0.461,0.057,388,0.93,67.9,0.353,0,"SC",0.0811630865650427,1.08833241827608,0.843659382687663
"668",6925,"31R032",93.7,"SWD",0.329,"Staten Island",1,0,0.53,0.007,0.47,0.755,674,0.305,26.7,0.277,0,"SC",0.372338113233032,1.59321446957838,1.23503656908672
"669",6938,"31R035",93.7,"SWD",0.395,"Staten Island",0,0,0.537,0.104,0.463,0.532,395,0.364,33.3,0.23,1,"no SC",0.384125510312652,2.60331577349827,0.9876151121528
"670",6947,"31R036",94.5,"SWD",0.353,"Staten Island",1,0,0.506,0.002,0.494,0.78,855,0.273,12.5,0.225,0,"SC",0.429843350814481,1.75390395153423,1.35960070672953
"671",6960,"31R038",90.8,"SWD",0.705,"Staten Island",1,0,0.479,0.035,0.521,0.492,376,0.575,44.4,0.207,0,"SC",0.26522792102821,1.36096624874391,1.05500114302647
"672",6967,"31R039",92.1,"SWD",0.686,"Staten Island",1,0,0.52,0.088,0.48,0.425,548,0.652,21.4,0.248,0,"SC",0.21653622498043,1.27638319968912,0.989433599734474
"673",6981,"31R041",93.9,"SWD",0.685,"Staten Island",1,0,0.512,0.023,0.488,0.521,685,0.563,11.1,0.225,0,"SC",0.209528979835737,1.2650685154684,0.980662621911283
"674",6988,"31R042",93.4,"SWD",0.371,"Staten Island",1,0,0.518,0.014,0.482,0.749,1042,0.31,14.6,0.22,0,"SC",0.408474727712263,1.69054484541713,1.31048565377626
"675",7004,"31R044",89.6,"SWD",0.951,"Staten Island",1,0,0.506,0.412,0.494,0.027,879,0.916,43.1,0.344,0,"SC",0.0915912405884162,1.10082602092889,0.853344240847364
"676",7015,"31R045",93.1,"SWD",0.724,"Staten Island",1,0,0.5,0.171,0.5,0.226,862,0.664,23.5,0.229,0,"SC",0.253799272128537,1.34012198413756,1.03884297378051
"677",7025,"31R046",90.5,"SWD",0.825,"Staten Island",1,0,0.487,0.145,0.513,0.346,269,0.689,28.6,0.279,0,"SC",0.147671298222978,1.1732562776721,0.909491117174616
"678",7039,"31R048",95.5,"SWD",0.421,"Staten Island",1,0,0.502,0.039,0.498,0.572,981,0.357,5.9,0.189,0,"SC",0.466576129851668,1.874681760533,1.45322589887778
"679",7049,"31R050",92.3,"SWD",0.407,"Staten Island",1,1,0.479,0.022,0.521,0.677,774,0.314,30.4,0.208,0,"SC",0.475120053860145,1.90519757394874,1.47688131139349
"680",7065,"31R052",89.9,"SWD",0.656,"Staten Island",1,0,0.477,0.017,0.523,0.606,526,0.514,42.9,0.213,0,"SC",0.274885987710574,1.37909347089111,1.06905310067262
"681",7075,"31R053",94.7,"SWD",0.399,"Staten Island",1,1,0.525,0.014,0.475,0.729,833,0.296,10.3,0.222,0,"SC",0.354345612428133,1.54881623860829,1.2006197093997
"682",7085,"31R054",94,"SWD",0.6,"Staten Island",1,0,0.486,0.058,0.514,0.354,806,0.5,23.3,0.268,0,"SC",0.299834125725564,1.42823298984155,1.10714533749946
"683",7091,"31R055",92.7,"SWD",0.37,"Staten Island",1,0,0.54,0.005,0.46,0.843,600,0.269,23.8,0.242,0,"SC",0.308450097214416,1.44602724398047,1.12093918321252
"684",7105,"31R056",94.5,"SWD",0.374,"Staten Island",1,0,0.514,0.012,0.486,0.779,605,0.304,16.1,0.294,0,"SC",0.328321834263151,1.48880825819755,1.15410240011118
"685",7115,"31R057",89.2,"SWD",0.868,"Staten Island",1,0,0.503,0.548,0.497,0.031,710,0.893,41.7,0.283,0,"SC",0.159692040217749,1.1900398994901,0.922501535484737
"686",7127,"31R058",90.2,"SWD",0.533,"Staten Island",1,0,0.501,0.049,0.499,0.496,688,0.429,48.3,0.26,0,"SC",0.302113972855534,1.43289872716279,1.11076214887264
"687",7134,"31R059",94.5,"SWD",0.62,"Staten Island",0,0,0.487,0.346,0.513,0.129,263,0.616,18.8,0.236,1,"no SC",0.369388124422814,2.70717961375328,1.02701774601163
"688",7150,"31R060",91,"SWD",0.579,"Staten Island",1,1,0.542,0.047,0.458,0.548,871,0.425,37.5,0.268,0,"SC",0.178598871031814,1.21743197657418,0.943735473255232
"689",7161,"31R065",93,"SWD",0.607,"Staten Island",1,0,0.505,0.181,0.495,0.247,430,0.554,36.4,0.272,0,"SC",0.282377073527529,1.3934894818865,1.08021267797234
"690",7165,"31R069",94.1,"SWD",0.581,"Staten Island",1,1,0.565,0.019,0.435,0.554,935,0.487,19.2,0.26,0,"SC",0.171069631691565,1.2063739467534,0.93516345017141
"691",7177,"31R074",89.7,"SWD",0.917,"Staten Island",1,0,0.522,0.263,0.478,0.061,312,0.89,48.1,0.356,0,"SC",0.0888312212422476,1.09749151124708,0.850759377681956
"692",7193,"31R078",88.9,"SWD",0.966,"Staten Island",1,0,0.509,0.433,0.491,0.038,845,0.946,50.8,0.355,0,"SC",0.0825593287786914,1.08998873863831,0.844943338022324
"693",7200,"31R080",94.4,"SWD",0.482,"Staten Island",1,0,0.53,0.212,0.47,0.427,1313,0.453,10.7,0.292,0,"SC",0.282043803285239,1.39284263382059,1.0797112508065
"694",7213,"31R861",93.7,"SWD",0.787,"Staten Island",1,0,0.485,0.202,0.515,0.201,906,0.644,16,0.251,0,"SC",0.196728568507713,1.24490920602297,0.965035419894199
"695",7217,"32K045",89.8,"SWD",0.834,"Brooklyn",1,0,0.486,0.426,0.514,0.034,681,0.87,44,0.186,0,"SC",0.290080019950954,1.4086094603661,1.09193346428371
"696",7232,"32K075",86.3,"SWD",0.92,"Brooklyn",1,0,0.53,0.22,0.47,0.019,364,0.941,47.1,0.214,0,"SC",0.163700874648803,1.19574440494609,0.926923584732486
"697",7236,"32K086",94.3,"SWD",0.982,"Brooklyn",0,0,0.536,0.01,0.464,0.023,384,0.932,21.1,0.237,1,"no SC",0.114118441169844,8.76282562002127,3.32433702265142
"698",7243,"32K106",89.9,"SWD",0.957,"Brooklyn",1,0,0.581,0.1,0.419,0.007,422,0.906,47.8,0.275,0,"SC",0.0717217046453105,1.07726314942859,0.835078647274608
"699",7253,"32K116",89.4,"SWD",0.896,"Brooklyn",1,0,0.499,0.033,0.501,0.008,395,0.926,52.4,0.256,0,"SC",0.203724793255226,1.25584721404056,0.973514403830533
"700",7267,"32K123",92.7,"SWD",0.968,"Brooklyn",1,0,0.472,0.027,0.528,0.019,627,0.9,25,0.166,0,"SC",0.239310403828984,1.31459665681451,1.01905611313882
"701",7273,"32K145",93.9,"SWD",0.917,"Brooklyn",1,0,0.528,0.05,0.472,0.007,576,0.945,15,0.174,0,"SC",0.208628395387221,1.26362886180292,0.979546623432963
"702",7288,"32K151",92.5,"SWD",0.951,"Brooklyn",0,0,0.511,0.141,0.489,0.052,305,0.914,23.1,0.193,1,"no SC",0.171092328232601,5.84479742797405,2.21733003967558
"703",7298,"32K274",89.7,"SWD",0.969,"Brooklyn",1,0,0.544,0.115,0.456,0.031,419,0.901,35.3,0.191,0,"SC",0.124071731353518,1.14164599521972,0.884987288259368
"704",7301,"32K299",89.2,"SWD",0.962,"Brooklyn",1,0,0.475,0.502,0.525,0.015,265,0.922,53.8,0.204,0,"SC",0.187484331964776,1.23074549739839,0.954055919996817
"705",7308,"32K376",89.9,"SWD",0.875,"Brooklyn",1,1,0.498,0.073,0.502,0.017,520,0.845,38.5,0.156,0,"SC",0.273643395093196,1.37673422840053,1.06722425037855
"706",7322,"32K377",91.1,"SWD",0.937,"Brooklyn",1,0,0.543,0.19,0.457,0.006,315,0.861,38.5,0.327,0,"SC",0.0777409066925035,1.08429399857008,0.840528858760424
"707",7328,"32K384",88.2,"SWD",0.887,"Brooklyn",1,0,0.515,0.121,0.485,0.004,513,0.925,52.4,0.263,0,"SC",0.179008224932514,1.21803899913346,0.944206028270445
