"","X","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","gifted_talented_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities","treatment_indicator","new_outcome_labelled","ps","iptw","stable.iptw"
"148",1449,"08X304",93,"SWD",0.653,"Bronx",1,0,0.529,0.071,0.471,0.221,507,0.408,23.1,0.205,0,"SC",0.213248423141131,1.27104924783568,0.985298798223101
"149",1465,"08X333",88.7,"SWD",0.968,"Bronx",1,0,0.522,0.206,0.478,0.022,632,0.944,45.5,0.328,0,"SC",0.0900250469397295,1.0989313460079,0.85187551654274
"150",1466,"09X004",89.4,"SWD",0.939,"Bronx",1,0,0.525,0.545,0.475,0.012,571,0.959,56,0.264,0,"SC",0.119163084948083,1.13528393612007,0.880055513038397
"151",1482,"09X011",89.2,"SWD",0.938,"Bronx",1,0,0.482,0.263,0.518,0.008,597,0.951,54.5,0.246,0,"SC",0.192682752100078,1.23867042677622,0.960199209413235
"152",1489,"09X028",89.4,"SWD",0.957,"Bronx",1,0,0.582,0.188,0.418,0.013,720,0.945,35.3,0.253,0,"SC",0.0804966639335212,1.08754363445583,0.843047928999715
"153",1497,"09X035",91.4,"SWD",0.912,"Bronx",1,0,0.526,0.269,0.474,0.014,661,0.905,35.3,0.225,0,"SC",0.15604430950422,1.18489632958402,0.918514315276187
"154",1510,"09X042",89.8,"SWD",0.998,"Bronx",1,0,0.487,0.408,0.513,0.002,439,0.968,52.4,0.292,0,"SC",0.117225093057887,1.13279160082149,0.878123491144957
"155",1514,"09X053",88.6,"SWD",0.926,"Bronx",1,0,0.503,0.297,0.497,0.017,1143,0.961,37.5,0.156,0,"SC",0.239673721827269,1.31522483006015,1.01954306385694
"156",1531,"09X055",89,"SWD",0.977,"Bronx",0,0,0.489,0.503,0.511,0.011,642,0.979,46.9,0.213,1,"no SC",0.168431630464035,5.93712711350574,2.252356982492
"157",1536,"09X058",87.4,"SWD",0.964,"Bronx",1,0,0.533,0.251,0.467,0.019,471,0.969,58.6,0.285,0,"SC",0.102951377339969,1.1147667748875,0.864150909546581
"158",1550,"09X070",87.6,"SWD",0.968,"Bronx",1,0,0.53,0.249,0.47,0.011,1227,0.953,57.4,0.21,0,"SC",0.136139713175632,1.15759459631614,0.897350410711468
"159",1559,"09X073",88.1,"SWD",0.95,"Bronx",1,0,0.523,0.224,0.477,0.024,706,0.948,53.6,0.205,0,"SC",0.157304588382547,1.18666838126082,0.919887983834275
"160",1571,"09X109",86.8,"SWD",0.93,"Bronx",1,0,0.526,0.174,0.474,0.005,661,0.912,64.7,0.2,0,"SC",0.166291439655381,1.19945991628855,0.929803794816196
"161",1583,"09X110",90.2,"SWD",0.976,"Bronx",1,0,0.493,0.384,0.507,0.07,458,0.945,47.8,0.247,0,"SC",0.136692035755415,1.15833519603288,0.897924512786673
"162",1595,"09X114",91.5,"SWD",0.951,"Bronx",1,0,0.523,0.228,0.477,0.029,753,0.942,31,0.208,0,"SC",0.152619369131855,1.18010721932067,0.914801867001601
"163",1604,"09X126",89,"SWD",0.97,"Bronx",1,0,0.475,0.222,0.525,0.018,571,0.951,43.5,0.177,0,"SC",0.227641816049569,1.29473607036211,1.00366047681955
"164",1614,"09X132",88.8,"SWD",0.949,"Bronx",1,0,0.505,0.449,0.495,0.003,370,0.973,53.6,0.289,0,"SC",0.128428208207333,1.14735241481735,0.889410821321737
"165",1619,"09X163",91.5,"SWD",0.996,"Bronx",1,0,0.524,0.364,0.476,0.015,481,0.968,33.3,0.27,0,"SC",0.0970473863086732,1.10747782866693,0.858500624977613
"166",1633,"09X204",90.3,"SWD",0.868,"Bronx",1,1,0.519,0.265,0.481,0.01,630,0.922,40,0.237,0,"SC",0.196143435120147,1.24400302701946,0.96433296317613
"167",1648,"09X218",94.5,"SWD",0.881,"Bronx",0,0,0.505,0.044,0.495,0.011,1009,0.927,20,0.186,1,"no SC",0.263241901418142,3.79878733063688,1.44113895585939
"168",1659,"09X236",95.3,"SWD",0.979,"Bronx",0,0,0.478,0.237,0.522,0.014,291,0.931,0,0.278,1,"no SC",0.143207137098504,6.98289219560444,2.64908695638008
"169",1665,"09X274",87.7,"SWD",0.945,"Bronx",1,0,0.517,0.366,0.483,0.013,797,0.965,53.1,0.29,0,"SC",0.119763337312358,1.13605811072068,0.880655641872819
"170",1674,"09X294",92.5,"SWD",0.967,"Bronx",0,0,0.518,0.179,0.482,0.014,515,0.971,35,0.225,1,"no SC",0.148975112756379,6.71253057975738,2.54652036792593
"171",1684,"09X311",90.7,"SWD",0.98,"Bronx",0,0,0.547,0.08,0.453,0.002,402,0.962,47.6,0.229,1,"no SC",0.113622564321677,8.80106874871173,3.33884524797514
"172",1696,"09X443",91.9,"SWD",0.973,"Bronx",0,0,0.477,0.271,0.523,0.005,554,0.966,29.6,0.28,1,"no SC",0.154935845883803,6.45428431552224,2.44854995810779
"173",1704,"09X449",91.9,"SWD",0.954,"Bronx",1,0,0.517,0.264,0.483,0.016,439,0.921,20,0.314,0,"SC",0.100127554350404,1.11126860793935,0.861439181660448
"174",1712,"09X457",91.2,"SWD",0.977,"Bronx",1,0,0.486,0.281,0.514,0.006,477,0.941,35.7,0.273,0,"SC",0.13955237904499,1.16218579219279,0.90090943864636
"175",1723,"10X003",92.4,"SWD",0.948,"Bronx",1,0,0.474,0.29,0.526,0.003,348,0.916,50,0.216,0,"SC",0.20509206820735,1.25800732387313,0.975188889398802
"176",1732,"10X007",93.6,"SWD",0.826,"Bronx",1,1,0.489,0.062,0.511,0.069,758,0.77,24,0.136,0,"SC",0.325111308454607,1.48172582016473,1.14861219767087
"177",1747,"10X008",89.8,"SWD",0.876,"Bronx",0,0,0.523,0.08,0.477,0.063,1001,0.868,41.4,0.255,1,"no SC",0.162452108626333,6.15566032633142,2.33526152511071
"178",1765,"10X009",89.1,"SWD",0.931,"Bronx",1,0,0.514,0.155,0.486,0.009,850,0.959,48.8,0.22,0,"SC",0.181658164158326,1.22198323023714,0.947263538569901
"179",1766,"10X015",94.5,"SWD",0.798,"Bronx",1,0,0.454,0.115,0.546,0.002,480,0.878,13.3,0.194,0,"SC",0.427375300976136,1.74634451099415,1.35374073891784
"180",1777,"10X020",89.4,"SWD",0.95,"Bronx",1,0,0.518,0.109,0.482,0.054,1072,0.88,53.8,0.263,0,"SC",0.118970826940001,1.13503619468898,0.879863467502207
"181",1790,"10X023",89.2,"SWD",0.93,"Bronx",1,0,0.51,0.348,0.49,0.01,488,0.957,36.4,0.258,0,"SC",0.152321846479712,1.17969301892132,0.914480784906321
"182",1802,"10X024",93.9,"SWD",0.281,"Bronx",1,1,0.518,0.063,0.482,0.378,915,0.275,17.6,0.138,0,"SC",0.661955841720578,2.95819340612127,2.29314828904222
"183",1813,"10X032",90,"SWD",0.988,"Bronx",1,0,0.459,0.217,0.541,0.022,819,0.954,46.9,0.244,0,"SC",0.187013614692207,1.23003289854775,0.953503523783725
"184",1822,"10X033",88,"SWD",0.922,"Bronx",1,0,0.495,0.107,0.505,0.011,919,0.959,58.3,0.209,0,"SC",0.227494176333775,1.29448862308133,1.00346865930438
"185",1832,"10X037",89.4,"SWD",0.865,"Bronx",1,0,0.543,0.215,0.457,0.019,646,0.869,50,0.297,0,"SC",0.12289813545284,1.14011842913627,0.883803141359636
"186",1849,"10X046",89.3,"SWD",0.925,"Bronx",1,0,0.499,0.127,0.501,0.026,921,0.951,52.9,0.25,0,"SC",0.183573654031141,1.22485023289308,0.949485997122319
"187",1865,"10X054",92.8,"SWD",0.973,"Bronx",1,0,0.485,0.233,0.515,0.01,485,0.948,13.3,0.198,0,"SC",0.19403789683324,1.2407531273131,0.961813688426963
"188",1876,"10X056",93.9,"SWD",0.859,"Bronx",1,0,0.527,0.074,0.473,0.06,704,0.901,20.6,0.266,0,"SC",0.172673306094378,1.20871235917607,0.936976153301302
"189",1885,"10X059",88.6,"SWD",1,"Bronx",1,0,0.506,0.303,0.494,0.007,575,0.974,46.9,0.306,0,"SC",0.0987959273501594,1.10962658774906,0.860166311610055
"190",1895,"10X081",92.1,"SWD",0.486,"Bronx",1,0,0.505,0.08,0.495,0.284,725,0.414,29.6,0.185,0,"SC",0.458579324964178,1.84699263642608,1.43176169459706
"191",1903,"10X085",93.4,"SWD",0.962,"Bronx",1,0,0.507,0.271,0.493,0.003,953,0.958,21.6,0.218,0,"SC",0.162325487005921,1.19378109813288,0.925401657988194
"192",1923,"10X086",91.5,"SWD",0.887,"Bronx",1,0,0.507,0.065,0.493,0.017,1669,0.926,38.6,0.209,0,"SC",0.232118764477994,1.30228472026693,1.0095120798885
"193",1933,"10X091",89.8,"SWD",0.945,"Bronx",1,0,0.494,0.169,0.506,0.018,727,0.949,46.9,0.22,0,"SC",0.192553984518263,1.23847288961279,0.960046081491508
"194",1942,"10X094",90.3,"SWD",0.942,"Bronx",1,0,0.514,0.174,0.486,0.03,1261,0.913,40,0.231,0,"SC",0.151211401248515,1.1781496611417,0.913284396514542
"195",1957,"10X095",93.6,"SWD",0.824,"Bronx",1,0,0.514,0.17,0.486,0.047,1288,0.859,11.5,0.203,0,"SC",0.250628188915962,1.33445104981118,1.03444694838173
"196",1965,"10X205",91.9,"SWD",0.908,"Bronx",1,0,0.467,0.122,0.533,0.056,1019,0.953,33.3,0.223,0,"SC",0.265796035962314,1.36201934201035,1.05581748553374
"197",1976,"10X226",90.6,"SWD",0.967,"Bronx",1,0,0.504,0.218,0.496,0,478,0.939,31.3,0.167,0,"SC",0.193763287026533,1.24033051820714,0.961486088025223
"198",1988,"10X246",90.5,"SWD",0.938,"Bronx",1,0,0.527,0.083,0.473,0.042,736,0.948,31.3,0.22,0,"SC",0.157718178899882,1.18725107790393,0.920339681754845
"199",2000,"10X279",93.3,"SWD",0.954,"Bronx",1,0,0.531,0.161,0.469,0.005,1092,0.956,27.3,0.205,0,"SC",0.152542766210695,1.18000054767203,0.914719176698774
"200",2011,"10X280",90.7,"SWD",0.961,"Bronx",1,0,0.522,0.079,0.478,0.059,876,0.886,40,0.29,0,"SC",0.100060624598926,1.11118596133693,0.861375115222288
"201",2020,"10X291",92.2,"SWD",0.989,"Bronx",1,0,0.513,0.094,0.487,0.008,638,0.956,33.3,0.182,0,"SC",0.166320112031767,1.19950116877247,0.929835773138756
"202",2028,"10X306",90,"SWD",0.902,"Bronx",1,0,0.474,0.259,0.526,0.007,692,0.953,47.4,0.218,0,"SC",0.260971421306273,1.35312764462716,1.04892477169064
"203",2037,"10X307",91.8,"SWD",0.87,"Bronx",1,0,0.512,0.06,0.488,0.016,385,0.905,30,0.216,0,"SC",0.227866877262338,1.29511345978064,1.00395302358056
"204",2044,"10X310",92.7,"SWD",0.959,"Bronx",0,0,0.529,0.116,0.471,0.032,749,0.885,40,0.156,1,"no SC",0.161861563261904,6.17811900396591,2.34378163229732
"205",2053,"10X315",90.3,"SWD",0.98,"Bronx",1,0,0.51,0.133,0.49,0.004,249,0.944,57.1,0.221,0,"SC",0.148278339768544,1.1740924843079,0.910139332336007
"206",2066,"10X340",92.5,"SWD",0.882,"Bronx",1,0,0.546,0.093,0.454,0.019,646,0.919,25.8,0.272,0,"SC",0.13897214095903,1.16140260677955,0.900302324761699
"207",2083,"10X360",89.6,"SWD",0.945,"Bronx",1,0,0.531,0.112,0.469,0.031,490,0.887,52.9,0.229,0,"SC",0.129117010362142,1.14825988324314,0.890114277581104
"208",2090,"10X382",89,"SWD",0.971,"Bronx",0,0,0.454,0.223,0.546,0.004,273,0.965,45.5,0.161,1,"no SC",0.282586713189496,3.53873679591377,1.34248406326799
"209",2097,"10X386",91.4,"SWD",0.995,"Bronx",1,0,0.527,0.129,0.473,0.013,598,0.97,33.3,0.181,0,"SC",0.147544498852282,1.17308176045979,0.909355833982524
"210",2105,"10X396",95,"SWD",0.926,"Bronx",0,0,0.596,0.18,0.404,0.021,339,0.928,8.3,0.345,1,"no SC",0.054990953689319,18.1848091897019,6.89873758312119
"211",2115,"11X016",89.6,"SWD",0.972,"Bronx",1,0,0.531,0.472,0.469,0.025,356,0.851,52.4,0.281,0,"SC",0.0763672475160716,1.08268139832709,0.83927879462315
"212",2128,"11X019",92.8,"SWD",0.605,"Bronx",0,0,0.523,0.068,0.477,0.601,511,0.446,29.4,0.166,1,"no SC",0.25976337152505,3.84965745604963,1.46043746168269
"213",2138,"11X021",91.3,"SWD",0.917,"Bronx",1,0,0.564,0.648,0.436,0.016,707,0.882,36.1,0.207,0,"SC",0.102600479872395,1.11433088337044,0.863813012813899
"214",2143,"11X041",90.5,"SWD",0.986,"Bronx",1,0,0.498,0.493,0.502,0.021,920,0.911,38.9,0.193,0,"SC",0.145585148269677,1.17039164051847,0.907270492325014
"215",2155,"11X068",91,"SWD",0.709,"Bronx",0,0,0.52,0.765,0.48,0.009,681,0.742,27.5,0.253,1,"no SC",0.231035487577059,4.32833938408039,1.64203414344148
"216",2167,"11X076",91.5,"SWD",0.789,"Bronx",1,0,0.529,0.453,0.471,0.067,956,0.835,25.9,0.169,0,"SC",0.255858399070707,1.3438302585841,1.04171757392829
"217",2172,"11X078",89.8,"SWD",0.847,"Bronx",0,0,0.522,0.72,0.478,0.027,824,0.826,51.6,0.167,1,"no SC",0.198606041921285,5.03509354663207,1.91015416891768
"218",2193,"11X083",93.6,"SWD",0.657,"Bronx",0,0,0.514,0.067,0.486,0.35,1698,0.718,20.4,0.201,1,"no SC",0.337260874834549,2.96506376700402,1.12485078245228
"219",2198,"11X087",92.6,"SWD",0.852,"Bronx",1,0,0.544,0.699,0.456,0.013,594,0.739,21.2,0.221,0,"SC",0.118506722679042,1.13443860064277,0.879400221332513
"220",2204,"11X089",92.6,"SWD",0.79,"Bronx",1,0,0.496,0.189,0.504,0.159,1548,0.845,31,0.178,0,"SC",0.317096687837938,1.46433613981753,1.13513197164756
"221",2225,"11X096",90,"SWD",0.827,"Bronx",1,0,0.495,0.208,0.505,0.1,952,0.867,39.6,0.212,0,"SC",0.264241089634872,1.35914086246504,1.05358613026444
"222",2236,"11X097",92.8,"SWD",0.804,"Bronx",0,0,0.49,0.27,0.51,0.161,659,0.658,21.4,0.214,1,"no SC",0.206831678138171,4.83484932773192,1.83418788825351
"223",2249,"11X103",88.3,"SWD",0.898,"Bronx",1,0,0.514,0.493,0.486,0.023,1129,0.884,47.2,0.224,0,"SC",0.1623291047877,1.19378625390412,0.925405654666693
"224",2260,"11X105",92,"SWD",0.919,"Bronx",0,0,0.512,0.114,0.488,0.159,1101,0.876,26.2,0.198,1,"no SC",0.169818759195699,5.88863094240136,2.2339590793441
"225",2270,"11X106",93.9,"SWD",0.765,"Bronx",1,0,0.526,0.265,0.474,0.034,1100,0.795,12.9,0.188,0,"SC",0.273709566463541,1.37685966085329,1.06732148378251
"226",2276,"11X108",92.7,"SWD",0.782,"Bronx",0,0,0.552,0.059,0.448,0.391,614,0.614,20,0.16,1,"no SC",0.152360104604223,6.56339796167534,2.48994420116502
"227",2290,"11X111",87.7,"SWD",0.926,"Bronx",1,0,0.486,0.607,0.514,0.012,677,0.87,60.5,0.291,0,"SC",0.129655164653819,1.14896987882079,0.890664655775021
"228",2297,"11X112",92.5,"SWD",0.975,"Bronx",1,0,0.516,0.486,0.484,0.025,432,0.924,50,0.238,0,"SC",0.11427592099793,1.12901977456307,0.875199626561537
"229",2304,"11X121",90.7,"SWD",0.695,"Bronx",0,1,0.508,0.559,0.492,0.058,917,0.753,36.4,0.188,1,"no SC",0.339381796885942,2.94653398967086,1.11782117493967
"230",2315,"11X153",92.3,"SWD",0.656,"Bronx",0,1,0.512,0.581,0.488,0.042,649,0.507,40,0.123,1,"no SC",0.336828079206126,2.96887362347258,1.12629612068661
"231",2334,"11X160",87.5,"SWD",0.724,"Bronx",1,0,0.534,0.624,0.466,0.015,410,0.581,44.4,0.237,0,"SC",0.168938345509805,1.20328015929629,0.932765191355991
"232",2344,"11X169",93.1,"SWD",0.856,"Bronx",0,0,0.462,0.733,0.538,0.012,409,0.719,21.1,0.178,1,"no SC",0.238646605142767,4.19029635641271,1.58966501417956
"233",2345,"11X175",94,"SWD",0.527,"Bronx",0,0,0.488,0.09,0.512,0.488,332,0.376,16.7,0.187,1,"no SC",0.383051586540483,2.61061443193974,0.990383990768532
"234",2359,"11X178",94.2,"SWD",0.809,"Bronx",1,0,0.529,0.591,0.471,0.037,435,0.599,24,0.232,0,"SC",0.125350630564839,1.14331529289936,0.886281303420798
"235",2366,"11X189",90.3,"SWD",0.887,"Bronx",0,0,0.501,0.493,0.499,0.029,373,0.809,33.3,0.204,1,"no SC",0.178270276527804,5.6094600820571,2.12805054402332
"236",2379,"11X194",91.6,"SWD",0.82,"Bronx",1,0,0.511,0.06,0.489,0.057,1326,0.85,30,0.15,0,"SC",0.31181786245345,1.45310368497084,1.12642473683319
"237",2396,"11X357",93.4,"SWD",0.865,"Bronx",0,0,0.565,0.078,0.435,0.144,347,0.797,30,0.124,1,"no SC",0.172475894274505,5.79791166879496,2.19954307553492
"238",2406,"11X498",93.4,"SWD",0.766,"Bronx",0,0,0.527,0.119,0.473,0.16,636,0.71,20,0.217,1,"no SC",0.21020006653457,4.75737242374058,1.80479561782531
"239",2411,"11X567",91.3,"SWD",0.786,"Bronx",0,0,0.509,0.15,0.491,0.032,407,0.834,37.5,0.248,1,"no SC",0.253328186382325,3.94744862101839,1.49753631589828
"240",2423,"12X006",87.9,"SWD",0.991,"Bronx",1,0,0.512,0.212,0.488,0.009,529,0.965,65.5,0.24,0,"SC",0.129684579590961,1.14900871172662,0.890694758476007
"241",2428,"12X044",89.7,"SWD",0.964,"Bronx",0,0,0.538,0.4,0.462,0.007,275,0.972,57.1,0.204,1,"no SC",0.131072182379991,7.62938391535207,2.89434532987598
"242",2431,"12X047",91.3,"SWD",0.972,"Bronx",1,0,0.497,0.157,0.503,0.027,1075,0.923,31.3,0.191,0,"SC",0.178747756363536,1.21765268557691,0.943906563648084
"243",2442,"12X057",85,"SWD",0.898,"Bronx",1,0,0.511,0.22,0.489,0.016,509,0.941,63,0.238,0,"SC",0.189719031562237,1.23413980946389,0.956687141095941
"244",2465,"12X066",87.3,"SWD",0.897,"Bronx",0,0,0.51,0.268,0.49,0.015,669,0.94,53.1,0.221,1,"no SC",0.200673013065136,4.98323110180945,1.89047920870677
"245",2477,"12X067",86.9,"SWD",0.917,"Bronx",0,0,0.538,0.25,0.462,0.006,533,0.962,59.1,0.206,1,"no SC",0.166367212725845,6.01079974602862,2.28030603345707
"246",2480,"12X134",87.3,"SWD",0.952,"Bronx",1,0,0.548,0.402,0.452,0.029,651,0.933,52,0.203,0,"SC",0.118584978896037,1.13453932149637,0.879478298666004
"247",2493,"12X150",89.2,"SWD",0.95,"Bronx",0,0,0.526,0.201,0.474,0.023,857,0.943,40.5,0.245,1,"no SC",0.131978938770179,7.57696651691789,2.87445983793515
"248",2511,"12X195",91.2,"SWD",0.939,"Bronx",1,0,0.52,0.162,0.48,0.003,964,0.96,38.6,0.216,0,"SC",0.170977637670537,1.2062400792062,0.935059678005532
"249",2514,"12X196",91.6,"SWD",0.911,"Bronx",1,0,0.513,0.152,0.487,0.009,934,0.949,36.6,0.203,0,"SC",0.208633597441787,1.26363716827925,0.979553062491999
"250",2529,"12X211",95.4,"SWD",0.93,"Bronx",1,0,0.475,0.139,0.525,0.005,598,0.952,5.9,0.212,0,"SC",0.245558553387262,1.32548391195866,1.0274957541895
"251",2537,"12X212",78.9,"SWD",0.982,"Bronx",1,0,0.503,0.346,0.497,0.007,437,0.937,66.7,0.151,0,"SC",0.184687448391576,1.22652349461226,0.950783085149261
"252",2551,"12X214",92.4,"SWD",0.894,"Bronx",0,1,0.508,0.25,0.492,0.01,1078,0.914,28,0.192,1,"no SC",0.221317131350219,4.51840304408052,1.71413824421869
"253",2561,"12X300",90.1,"SWD",0.901,"Bronx",0,0,0.5,0.362,0.5,0.016,614,0.936,39.4,0.308,1,"no SC",0.148064140569738,6.75382976696509,2.56218796454297
"254",2563,"12X314",93.1,"SWD",0.981,"Bronx",1,0,0.492,0.36,0.508,0.028,317,0.951,30.8,0.312,0,"SC",0.109368558357507,1.12279889665226,0.870377292934533
"255",2579,"12X531",89.5,"SWD",0.97,"Bronx",1,0,0.511,0.251,0.489,0.024,501,0.897,36.7,0.265,0,"SC",0.113544513215986,1.12808822880426,0.874477505905549
"256",2592,"12X536",89.6,"SWD",0.944,"Bronx",0,0,0.51,0.239,0.49,0.023,431,0.91,31.3,0.162,1,"no SC",0.194974872298034,5.12886603393398,1.9457284647854
"257",2603,"12X691",92.6,"SWD",0.913,"Bronx",0,0,0.44,0.178,0.56,0.01,298,0.848,27.3,0.228,1,"no SC",0.266012300316045,3.75922466296451,1.42613013946144
"258",2610,"13K003",89.8,"SWD",0.925,"Brooklyn",1,0,0.521,0.759,0.479,0.018,386,0.859,27.8,0.187,0,"SC",0.13815076977303,1.16029575119148,0.899444306488533
"259",2625,"13K008",95.1,"SWD",0.191,"Brooklyn",0,0,0.533,0.152,0.467,0.59,916,0.193,9.1,0.126,1,"no SC",0.66963191024622,1.49335774579844,0.566532378674561
"260",2636,"13K009",93.6,"SWD",0.423,"Brooklyn",1,1,0.5,0.413,0.5,0.304,912,0.412,15.8,0.159,0,"SC",0.543093929615122,2.18863364883212,1.69659681370876
"261",2643,"13K020",90.4,"SWD",0.632,"Brooklyn",0,0,0.466,0.486,0.534,0.221,457,0.529,33.3,0.14,1,"no SC",0.430803136176518,2.32124586853114,0.880606771610731
"262",2656,"13K044",93.6,"SWD",0.964,"Brooklyn",1,0,0.489,0.835,0.511,0.036,139,0.927,22.2,0.237,0,"SC",0.131358459167832,1.15122286120692,0.892411134789314
"263",2658,"13K046",89,"SWD",0.9,"Brooklyn",1,0,0.491,0.48,0.509,0.025,279,0.864,54.5,0.312,0,"SC",0.13281784913169,1.15316026627013,0.893912982875605
"264",2671,"13K056",87.2,"SWD",0.758,"Brooklyn",1,0,0.526,0.651,0.474,0.149,215,0.706,45.5,0.2,0,"SC",0.196330162500433,1.2442920629089,0.964557019572844
"265",2682,"13K067",92.9,"SWD",0.995,"Brooklyn",1,0,0.548,0.589,0.452,0.014,219,0.972,33.3,0.361,0,"SC",0.0508480821155254,1.05357212176198,0.816713708914957
"266",2691,"13K133",90.9,"SWD",0.371,"Brooklyn",1,0,0.501,0.256,0.499,0.317,774,0.446,35,0.159,0,"SC",0.635534150171504,2.74374128734026,2.12690814117138
"267",2708,"13K256",87.7,"SWD",0.983,"Brooklyn",1,0,0.517,0.691,0.483,0.026,230,0.948,60,0.222,0,"SC",0.112662400792413,1.1269667834351,0.873608177847341
"268",2711,"13K282",87.3,"SWD",0.559,"Brooklyn",1,1,0.526,0.527,0.474,0.159,742,0.597,41.2,0.187,0,"SC",0.383846291788073,1.62297164923667,1.25810389980246
"269",2721,"13K287",90.4,"SWD",0.933,"Brooklyn",0,0,0.52,0.676,0.48,0.022,179,0.909,33.3,0.268,1,"no SC",0.109153964441515,9.16137132642402,3.47553257354614
"270",2728,"13K305",86.6,"SWD",0.971,"Brooklyn",1,0,0.468,0.698,0.532,0.079,139,0.923,66.7,0.245,0,"SC",0.146567735168346,1.17173915401155,0.908315065088481
"271",2733,"13K307",89.6,"SWD",0.792,"Brooklyn",1,0,0.579,0.56,0.421,0.104,366,0.825,45,0.369,0,"SC",0.0750058699006918,1.08108794149065,0.838043570174817
"272",2749,"13K492",95.4,"SWD",0.306,"Brooklyn",0,0,0.453,0.318,0.547,0.372,519,0.366,11.8,0.214,1,"no SC",0.701599665783794,1.425314247952,0.54071884216816
"273",2757,"14K016",88.3,"SWD",0.924,"Brooklyn",1,0,0.448,0.341,0.552,0.013,223,0.964,35.7,0.305,0,"SC",0.208884929671672,1.26403861777653,0.97986426027437
"274",2763,"14K017",89,"SWD",0.709,"Brooklyn",1,0,0.505,0.044,0.495,0.113,275,0.745,45.5,0.353,0,"SC",0.213694682068586,1.27177061784444,0.985857993709754
"275",2772,"14K018",90.8,"SWD",0.882,"Brooklyn",1,0,0.551,0.202,0.449,0.067,178,0.854,40,0.343,0,"SC",0.0837417910653014,1.09139540606426,0.846033766049916
"276",2785,"14K031",94.7,"SWD",0.725,"Brooklyn",0,0,0.53,0.046,0.47,0.429,592,0.577,21.4,0.154,1,"no SC",0.215764584201827,4.63468091252918,1.75825036509847
"277",2795,"14K034",94.4,"SWD",0.29,"Brooklyn",0,0,0.525,0.046,0.475,0.751,482,0.391,23.1,0.141,1,"no SC",0.619925934256299,1.61309592766055,0.611957232283393
"278",2801,"14K059",88.6,"SWD",0.952,"Brooklyn",1,0,0.522,0.51,0.478,0.013,312,0.959,37.5,0.266,0,"SC",0.115286046021121,1.1303088365484,0.876198888570576
"279",2815,"14K084",93.5,"SWD",0.485,"Brooklyn",0,0,0.516,0.038,0.484,0.255,793,0.58,20,0.165,1,"no SC",0.547726453240517,1.82572887265841,0.692623401158961
"280",2823,"14K110",93.7,"SWD",0.273,"Brooklyn",0,0,0.522,0.034,0.478,0.702,523,0.353,11.1,0.098,1,"no SC",0.682907684415698,1.46432676454008,0.555518948762119
"281",2828,"14K120",92.3,"SWD",0.882,"Brooklyn",1,0,0.511,0.19,0.489,0.029,415,0.92,29.4,0.236,0,"SC",0.198224780854078,1.24723236154048,0.966836296094219
"282",2844,"14K132",92.8,"SWD",0.429,"Brooklyn",1,1,0.494,0.141,0.506,0.422,723,0.537,31.6,0.12,0,"SC",0.651935029651525,2.87302683461315,2.22712840767364
"283",2849,"14K147",90.6,"SWD",0.731,"Brooklyn",1,0,0.492,0.192,0.508,0.111,360,0.785,23.1,0.192,0,"SC",0.362690538702672,1.5690964291733,1.21634061669378
"284",2857,"14K157",89.7,"SWD",0.873,"Brooklyn",1,0,0.534,0.182,0.466,0.019,479,0.92,42.9,0.28,0,"SC",0.14934788119821,1.17556869359072,0.911283668194565
"285",2870,"14K196",89.9,"SWD",0.88,"Brooklyn",1,0,0.492,0.202,0.508,0.025,317,0.884,55,0.29,0,"SC",0.177801499314312,1.21625130569568,0.942820234447877
"286",2881,"14K250",92.6,"SWD",0.805,"Brooklyn",1,0,0.514,0.111,0.486,0.006,488,0.859,35.7,0.141,0,"SC",0.340211517138321,1.51563724735347,1.17489984035033
"287",2889,"14K257",91.5,"SWD",0.844,"Brooklyn",1,0,0.486,0.229,0.514,0.017,630,0.895,31.3,0.267,0,"SC",0.236992082548619,1.31060238973696,1.01595981568378
"288",2904,"14K380",92.7,"SWD",0.803,"Brooklyn",1,0,0.507,0.192,0.493,0.082,584,0.875,30,0.271,0,"SC",0.225809840385315,1.29167232052872,1.00128550273099
"289",2918,"14K414",94.5,"SWD",0.628,"Brooklyn",1,0,0.509,0.027,0.491,0.298,597,0.616,16,0.221,0,"SC",0.329896473765999,1.49230672702176,1.15681436200722
"290",2928,"15K001",94.4,"SWD",0.863,"Brooklyn",1,0,0.498,0.008,0.502,0.033,1294,0.897,19,0.175,0,"SC",0.292355741812389,1.41313942483072,1.095445026523
"291",2943,"15K010",94.5,"SWD",0.241,"Brooklyn",0,0,0.504,0.071,0.496,0.505,933,0.33,15.2,0.218,1,"no SC",0.657615641413764,1.52064509574341,0.57688433038576
"292",2950,"15K015",89.5,"SWD",0.726,"Brooklyn",1,0,0.473,0.342,0.527,0.161,497,0.777,35.5,0.324,0,"SC",0.254627811097648,1.341611633609,1.03999772827683
"293",2963,"15K024",92.8,"SWD",0.953,"Brooklyn",0,0,0.516,0.02,0.484,0.055,655,0.886,27.8,0.185,1,"no SC",0.16730362446605,5.97715682007189,2.26754297857524
